Scientific Name	Common Name	Synomyns	Contents	Summary	Collector(s)	Collection Date	Serial Structure	Type of Section	Magnification	Note	Comments on Plant	Origin of Plant	Country	Kingdom	Phylum/Division	Class	Order	Family	Genus	Specific Epithet	Authority	Accession Number	Slide Serial	Publisher	Repository	Collection	Subject	Type	Format	Genre	Physical Description	Copyright	Object ID	Digital ID	Microscope	Digital Camera	Software	Date Created	Source File	File Size	Width	Height	Checksum	Color Space	Bit Depth	Resolution	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
no name sp.  (Tillson 434)			flower bud (x);	Digitized images of microscopic slices of  sp.  (Tillson 434) plant structures that were stained and permanently mounted to a glass slide.	Loefgren, A.	1899					Bot. e. Agron. Do Inst. Biol. N.19850.  Tribe Cusparieae.  Handwritten note in catalog: slides missing from collection.	Brazil, Queluz, Sao Paulo.	Brazil					Rutaceae		sp.		Tillson 434		University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs		http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson434															2009-07-14	2009-07-14	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2660	2660	2661.cpd	/swingle/image/2661.cpd
A-4 Flower bud (x) 4x image 1					Tsang Wai Tak; 15523	7/15/1927	Flower bud	x	4x			Canton Christian College [China]						Rutaceae	Paramignya	griffithii		Tillson 92	A-4	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson92	bio00010225720001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010225720001001.tif	11978468 Bytes	1992	2004	1107165408	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-02	2009-07-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2661	2661	2662.jp2	/swingle/image/2662.jp2
C-3 Flower bud (l) 4x image 1					Tsang Wai Tak; 15523	7/15/1927	Flower bud	l	4x	First slide of same section.		Canton Christian College [China]						Rutaceae	Paramignya	griffithii		Tillson 92	C-3	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson92	bio00010225780001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010225780001001.tif	27397812 Bytes	3252	2808	4097127385	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-02	2009-07-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2662	2662	2663.jp2	/swingle/image/2663.jp2
C-3 Flower bud (l) 4x image 2					Tsang Wai Tak; 15523	7/15/1927	Flower bud	l	4x	Second slide of same section.		Canton Christian College [China]						Rutaceae	Paramignya	griffithii		Tillson 92	C-3	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson92	bio00010225780002	Olympus BX60	Olympus DB71	Olympus DPController		bio00010225780002001.tif	33623060 Bytes	3648	3072	869251618	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-02	2009-07-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2663	2663	2664.jp2	/swingle/image/2664.jp2
C-3 Flower bud (l) 4x image 3					Tsang Wai Tak; 15523	7/15/1927	Flower bud	l	4x	Third and final slide of same section.		Canton Christian College [China]						Rutaceae	Paramignya	griffithii		Tillson 92	C-3	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson92	bio00010225780003	Olympus BX60	Olympus DB71	Olympus DPController		bio00010225780003001.tif	28867604 Bytes	3132	3072	2198938628	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-02	2009-07-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2664	2664	2665.jp2	/swingle/image/2665.jp2
Paramignya griffithii  (Tillson 92)			flower bud (x); flower bud (l);	Digitized images of microscopic slices of Paramignya griffithii  (Tillson 92) plant structures that were stained and permanently mounted to a glass slide.	Tsang, Wai Tak; 15523	7/15/1927						Canton Christian College [China]	China				Sapindales	Rutaceae	Paramignya	griffithii		Tillson 92		University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs		http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson92															2009-07-14	2009-08-04	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2665	2665	2666.cpd	/swingle/image/2666.cpd
A-1 Center, young fruit (x) 4x image 1					Clemens, J.; Clemens, M.S.	8/17/1927	Center, young fruit	x	4x	Part 1 of 4.	TTC 404.  Herb. Univ. Calif. No. 340104	Mt. Bana, Tourane, Annam, Indo-China						Rutaceae	Luvunga	scandens		Tillson 492	A-1	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson492	bio00010195970001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010195970001001.tif	37604372 Bytes	4080	3072	4272553902	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-02	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2666	2666	2667.jp2	/swingle/image/2667.jp2
A-1 Center, young fruit (x) 4x image 2					Clemens, J.; Clemens, M.S.	8/17/1927	Center, young fruit	x	4x	Part 2 of 4.	TTC 404.  Herb. Univ. Calif. No. 340104	Mt. Bana, Tourane, Annam, Indo-China						Rutaceae	Luvunga	scandens		Tillson 492	A-1	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson492	bio00010195970002	Olympus BX60	Olympus DB71	Olympus DPController		bio00010195970002001.tif	37604372 Bytes	4080	3072	1784264474	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-02	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2667	2667	2668.jp2	/swingle/image/2668.jp2
A-1 Center, young fruit (x) 4x image 3					Clemens, J.; Clemens, M.S.	8/17/1927	Center, young fruit	x	4x	Part 3 of 4.	TTC 404.  Herb. Univ. Calif. No. 340104	Mt. Bana, Tourane, Annam, Indo-China						Rutaceae	Luvunga	scandens		Tillson 492	A-1	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson492	bio00010195970003	Olympus BX60	Olympus DB71	Olympus DPController		bio00010195970003001.tif	37604372 Bytes	4080	3072	1188726354	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-02	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2668	2668	2669.jp2	/swingle/image/2669.jp2
A-1 Center, young fruit (x) 4x image 4					Clemens, J.; Clemens, M.S.	8/17/1927	Center, young fruit	x	4x	Part 4 of 4.	TTC 404.  Herb. Univ. Calif. No. 340104	Mt. Bana, Tourane, Annam, Indo-China						Rutaceae	Luvunga	scandens		Tillson 492	A-1	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson492	bio00010195970004	Olympus BX60	Olympus DB71	Olympus DPController		bio00010195970004001.tif	37604372 Bytes	4080	3072	3923805646	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-02	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2669	2669	2670.jp2	/swingle/image/2670.jp2
Luvunga scandens  (Tillson 492)			center, young fruit (x);	Digitized images of microscopic slices of Luvunga scandens  (Tillson 492) plant structures that were stained and permanently mounted to a glass slide.	Clemens, J.; Clemens, M.S.	8/17/1927					TTC 404.  Herb. Univ. Calif. No. 340104	Mt. Bana, Tourane, Annam, Indo-China	Vietnam				Sapindales	Rutaceae	Luvunga	scandens		Tillson 492		University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs		http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson492															2009-07-14	2009-08-04	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2670	2670	2671.cpd	/swingle/image/2671.cpd
1 Leaf (paradermal) 10x image 1					Wylie, Robert B.	September, 1944	Leaf	paradermal	10x	cross section		Miami, Florida	United States					Meliaceae	Swietenia	mahogani		F26	1	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	F26	bio00010246610001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010246610001001.tif	18141980 Bytes	4080	1482	3477274647	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-02	2009-08-04	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2671	2671	2672.jp2	/swingle/image/2672.jp2
1 Leaf (paradermal) 10x image 2					Wylie, Robert B.	September, 1944	Leaf	paradermal	10x	venation		Miami, FL						Meliaceae	Swietenia	mahogani		F26	1	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	F26	bio00010246610002	Olympus BX60	Olympus DB71	Olympus DPController		bio00010246610002001.tif	37604372 Bytes	4080	3072	660377078	RGB	3 Samples Per Pixel	432 Pixels Per Inch		2009-07-02	2009-08-04	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/2672	2672	2673.jp2	/swingle/image/2673.jp2
